,ID,Cardio_service,MMA_service,Cycling_service,HSI_unlimited,Total_Revenues_Package,Total_Discount_Promo,Duration,Observed,W,Province_Quebec
4709739,9500071933661825,1,0,1,1,181.44,50.0,34.0,False,4.0,0
5451861,9500079930391825,1,1,0,1,162.94,0.0,59.0,True,46.0,0
4248773,9500066963511825,1,0,1,1,170.49,0.0,389.0,False,359.0,0
4310872,9500067530381825,1,1,1,1,198.49,48.0,137.0,False,107.0,0
14028612,9500182406691825,1,0,0,1,103.0,0.0,26.0,False,-4.0,0
15673132,9500246051861825,1,0,0,1,113.0,23.0,3.0,False,-27.0,0
1462563,9500036204791825,1,1,1,0,200.43,0.0,430.0,False,400.0,0
18128934,9600063411551825,1,0,1,1,122.94,0.0,57.0,False,27.0,1
16641265,9600032019981825,0,1,1,0,73.98,0.0,300.0,True,273.0,1
20729419,9600130479281825,1,0,1,0,0.0,0.0,245.0,True,238.0,1
4400834,9500069209911825,1,0,1,0,121.44,0.0,74.0,False,44.0,0
12696087,9500159068581825,1,1,0,1,149.99,0.0,188.0,False,158.0,0
22863942,9600210218321825,1,0,1,1,96.0,51.0,16.0,False,-14.0,1
16440768,9600028889691825,0,0,1,0,0.0,0.0,123.0,True,96.0,1
10400764,9500134148301825,1,0,1,0,102.45,0.0,99.0,False,69.0,0
2868857,9500049493801825,1,0,1,1,170.49,50.0,380.0,False,350.0,0
3400350,9500057106251825,1,0,1,0,98.45,0.0,275.0,False,245.0,0
23062676,9600223042371825,0,0,1,0,25.0,10.0,12.0,False,-18.0,1
20751285,9600130909851825,1,0,1,1,110.0,0.0,163.0,False,133.0,1
18563761,9600074521911825,1,1,1,1,168.94,0.0,52.0,False,22.0,1
21386896,9600148051751825,1,0,1,1,130.49,0.0,209.0,False,179.0,1
5823524,9500084082681825,1,1,0,1,156.99,40.0,64.0,False,34.0,0
21751780,9600154703911825,1,1,1,1,184.48000000000002,0.0,299.0,False,269.0,1
4118591,9500065186621825,1,0,0,1,111.95,0.0,110.0,True,92.0,0
21591523,9600151425111825,0,0,1,0,25.99,0.0,111.0,False,81.0,1
15634992,9500241679221825,1,0,1,0,0.0,0.0,2.0,True,-25.0,0
876794,9500026917941825,0,0,1,0,77.49,0.0,405.0,False,375.0,0
19417428,9600096188641825,1,1,1,0,109.44,39.0,167.0,False,137.0,1
19444658,9600096633731825,1,0,1,0,0.0,30.0,54.0,True,24.0,1
16246929,9600027199171825,0,1,1,0,100.98,0.0,363.0,False,333.0,1
20018403,9600110516661825,0,1,1,0,76.48,0.0,383.0,False,353.0,1
13567460,9500167149051825,1,1,0,1,146.99,22.0,30.0,False,0.0,0
7875973,9500106418801825,0,0,1,0,0.0,0.0,8.0,True,0.0,0
2034069,9500041097201825,1,1,1,1,206.48,24.0,235.0,False,205.0,0
20936682,9600136650181825,1,0,1,0,105.94,0.0,92.0,False,62.0,1
20745112,9600130752261825,1,0,1,1,135.94,40.0,163.0,False,133.0,1
14924353,9500208518591825,1,1,1,1,234.49,121.99000000000001,17.0,False,-13.0,0
17167098,9600044369991825,1,0,0,1,90.95,0.0,83.0,False,53.0,1
9450841,9500123563391825,0,0,1,0,40.5,16.0,183.0,False,153.0,0
9170471,9500120761191825,0,0,1,0,65.49,0.0,137.0,True,120.0,0
11756745,9500148248701825,1,0,0,1,98.95,0.0,8.0,True,5.0,0
7330969,9500100783071825,1,1,1,0,215.43,48.0,71.0,False,41.0,0
15165789,9500216804631825,1,1,1,1,169.49,0.0,14.0,False,-16.0,0
11144809,9500141645821825,1,0,1,1,153.5,22.5,72.0,False,42.0,0
17984917,9600060469031825,1,1,0,1,135.99,20.0,359.0,False,329.0,1
22927994,9600213327671825,1,1,1,1,0.0,40.5,7.0,True,-15.0,1
5022770,9500074481411825,1,1,0,1,156.99,52.0,64.0,False,34.0,0
907389,9500027796231825,0,1,1,0,122.47999999999999,28.0,87.0,False,57.0,0
6432681,9500090764781825,0,0,1,0,32.5,0.0,88.0,True,65.0,0
12227027,9500153664831825,1,0,1,1,181.44,0.0,251.0,False,221.0,0
919452,9500027964601825,1,1,1,1,226.43,33.0,442.0,False,412.0,0
1765740,9500038830851825,1,0,1,0,121.45,22.0,53.0,False,23.0,0
16641939,9600032025331825,1,0,1,0,69.95,0.0,53.0,False,23.0,1
11948637,9500149734201825,1,1,1,1,157.99,25.0,174.0,True,164.0,0
3206555,9500054496201825,1,0,1,0,0.0,20.0,97.0,True,90.0,0
8705038,9500115879181825,0,0,1,0,0.0,0.0,132.0,True,112.0,0
4659768,9500071601001825,1,1,0,0,128.94,0.0,326.0,True,309.0,0
17245648,9600046584441825,1,0,1,0,85.0,24.0,431.0,False,401.0,1
14259144,9500188131351825,1,0,0,0,0.0,0.0,6.0,True,-6.0,0
15601471,9500238886271825,1,1,1,0,0.0,0.0,3.0,True,-23.0,0
21131371,9600141025731825,1,1,1,0,0.0,0.0,358.0,True,330.0,1
4406066,9500069256511825,1,0,0,1,98.95,0.0,31.0,True,22.0,0
19235584,9600091359271825,0,1,1,0,76.48,0.0,243.0,False,213.0,1
20955552,9600137530951825,0,0,1,0,39.99,0.0,67.0,True,61.0,1
4469174,9500070014941825,1,1,1,0,211.43,0.0,145.0,False,115.0,0
17218497,9600046024751825,1,1,1,1,176.94,78.99,330.0,False,300.0,1
15505037,9500232103351825,1,0,1,0,0.0,0.0,5.0,True,-21.0,0
11946923,9500149722991825,1,0,0,0,0.0,0.0,73.0,True,45.0,0
16459435,9600029032551825,0,0,1,0,52.49,0.0,362.0,True,334.0,1
12882113,9500160369371825,1,1,1,1,194.49,75.0,197.0,False,167.0,0
7826605,9500106004801825,0,1,1,0,0.0,0.0,93.0,False,63.0,0
2890733,9500049664001825,1,1,1,1,214.48000000000002,48.0,285.0,False,255.0,0
23003741,9600218063801825,1,0,1,1,96.0,0.0,14.0,False,-16.0,1
21735928,9600154515241825,1,0,1,0,80.95,0.0,228.0,True,211.0,1
16777315,9600033528741825,0,0,1,0,49.49,0.0,364.0,False,334.0,1
1486939,9500036539181825,1,0,1,0,135.44,0.0,456.0,False,426.0,0
14573733,9500197288031825,1,0,0,0,0.0,0.0,16.0,True,-9.0,0
15640164,9500242132391825,1,0,0,1,103.0,23.0,5.0,False,-25.0,0
11307873,9500143627981825,1,1,1,1,247.48,109.99000000000001,159.0,False,129.0,0
9016879,9500119474501825,1,0,0,0,0.0,0.0,57.0,True,29.0,0
2751563,9500048312241825,1,1,1,1,194.43,48.0,138.0,False,108.0,0
11002702,9500139804001825,1,0,0,1,93.0,20.0,71.0,True,41.0,0
13476740,9500165813791825,1,1,1,1,179.49,32.0,134.0,False,104.0,0
20493753,9600122178941825,1,1,1,0,144.93,0.0,156.0,False,126.0,1
17300138,9600048556441825,1,0,1,1,130.49,24.0,181.0,False,151.0,1
7839168,9500106113961825,1,0,1,1,122.45,0.0,47.0,False,17.0,0
15802392,9600017935331825,1,0,1,0,0.0,0.0,136.0,True,127.0,1
18288184,9600066181071825,0,0,1,0,23.0,0.0,153.0,False,123.0,1
17934513,9600059680081825,1,1,1,0,123.93,0.0,117.0,False,87.0,1
18191206,9600065044061825,0,1,1,0,78.48,0.0,368.0,False,338.0,1
23236010,9600254222341825,1,0,1,1,108.95,39.95,0.0,True,-30.0,1
21766029,9600154875101825,1,1,1,0,121.44,39.0,241.0,False,211.0,1
7571442,9500103530561825,0,0,1,0,32.5,0.0,43.0,False,13.0,0
8885751,9500117787151825,1,0,1,1,184.44,0.0,339.0,False,309.0,0
4487632,9500070189281825,1,0,1,1,133.5,40.0,146.0,False,116.0,0
1297012,9500032419461825,1,0,1,1,185.44,0.0,210.0,True,195.0,0
15647780,9500242851041825,1,1,0,1,146.99,35.0,5.0,False,-25.0,0
12661954,9500158841211825,1,0,1,0,144.44,0.0,515.0,False,485.0,0
13410739,9500165270911825,0,1,0,0,43.99,15.0,246.0,False,216.0,0
20150700,9600113295911825,1,1,1,1,159.94,50.0,191.0,False,161.0,1
3915635,9500063267281825,1,1,1,1,180.44,18.0,195.0,False,165.0,0
10943807,9500139184421825,1,0,1,0,112.94,0.0,178.0,True,161.0,0
10280211,9500132906101825,1,0,1,1,131.45,0.0,80.0,False,50.0,0
14396034,9500191907491825,1,1,1,0,0.0,0.0,15.0,True,-7.0,0
12950862,9500160750591825,1,0,1,1,124.95,65.0,23.0,True,12.0,0
19040152,9600085909811825,1,1,1,0,129.44,0.0,363.0,False,333.0,1
22994045,9600217441021825,1,1,1,1,154.44,68.5,14.0,False,-16.0,1
15657160,9500243831721825,1,1,1,1,194.49,65.5,4.0,False,-26.0,0
12674911,9500158929831825,1,0,1,1,144.5,34.0,35.0,False,5.0,0
15688423,9500248557161825,1,0,0,1,113.0,23.0,2.0,False,-28.0,0
15279777,9500220575881825,1,1,1,1,224.49,96.5,13.0,True,-17.0,0
20728195,9600130472411825,1,1,1,1,192.93,60.0,340.0,False,310.0,1
16574436,9600030746681825,1,0,0,1,100.95,0.0,100.0,True,94.0,1
15162290,9500216678581825,1,0,0,1,103.0,0.0,14.0,False,-16.0,0
12623329,9500158573741825,1,0,1,1,156.5,42.0,57.0,False,27.0,0
175099,9500017378041825,1,1,1,0,218.48000000000002,36.0,417.0,False,387.0,0
18725508,9600077207611825,1,1,1,1,168.99,51.0,133.0,True,128.0,1
23160855,9600236812291825,0,0,1,0,21.0,0.0,4.0,True,-22.0,1
3437067,9500057347161825,1,1,0,0,126.99000000000001,0.0,238.0,False,208.0,0
1511171,9500036724621825,1,0,0,1,80.95,0.0,225.0,False,195.0,0
17214025,9600045851831825,1,1,1,0,0.0,0.0,210.0,True,205.0,1
1297436,9500032422091825,1,0,0,0,65.95,0.0,226.0,False,196.0,0
5883509,9500084657061825,1,0,0,0,99.95,0.0,64.0,False,34.0,0
14543882,9500196395701825,0,0,1,0,0.0,0.0,11.0,True,-9.0,0
319755,9500019065401825,1,0,1,1,177.49,0.0,109.0,True,88.0,0
16654964,9600032189431825,1,0,1,0,59.95,0.0,24.0,True,22.0,1
2875560,9500049527981825,1,1,1,1,225.43,30.0,304.0,False,274.0,0
8870292,9500117597721825,0,0,1,0,0.0,0.0,108.0,True,97.0,0
6784246,9500094368131825,1,0,0,1,100.0,0.0,61.0,True,48.0,0
20141517,9600113133711825,0,1,1,0,98.98,12.0,192.0,False,162.0,1
1180601,9500031114871825,1,1,1,0,0.0,0.0,155.0,True,135.0,0
21266701,9600144663331825,1,0,1,1,82.45,0.0,105.0,True,78.0,1
6321767,9500089643851825,1,1,0,1,165.99,0.0,56.0,True,28.0,0
15742547,9600016542061825,1,0,0,0,0.0,0.0,54.0,True,45.0,1
10020343,9500129833891825,1,0,0,1,108.0,0.0,237.0,False,207.0,0
1339893,9500033301291825,1,0,0,1,98.0,35.0,61.0,False,31.0,0
15432588,9500227554391825,1,1,1,0,0.0,93.5,8.0,True,-19.0,0
13788025,9500175334861825,1,0,0,1,93.0,0.0,28.0,False,-2.0,0
14102052,9500184063361825,1,1,1,0,0.0,65.0,4.0,True,-5.0,0
3427099,9500057272981825,1,1,1,1,227.48000000000002,65.0,250.0,False,220.0,0
3570365,9500059150421825,1,1,1,1,235.43,60.0,111.0,False,81.0,0
18283883,9600066143121825,0,0,1,0,17.0,10.0,50.0,False,20.0,1
3244608,9500055238531825,0,0,1,0,77.49,0.0,95.0,True,71.0,0
23235165,9600253393211825,1,0,1,1,106.0,37.0,1.0,False,-29.0,1
10987445,9500139682071825,0,0,1,0,45.0,0.0,13.0,True,4.0,0
21904850,9600157382761825,1,0,1,1,105.45,10.0,38.0,False,8.0,1
14659851,9500200000851825,1,1,1,0,0.0,0.0,12.0,True,-10.0,0
12862779,9500160233311825,1,0,1,1,158.44,0.0,264.0,False,234.0,0
20982039,9600138791971825,1,0,1,1,96.0,28.0,46.0,False,16.0,1
16501653,9600029576731825,1,1,1,1,159.93,36.0,135.0,False,105.0,1
13455007,9500165612231825,1,0,1,1,118.0,20.0,72.0,False,42.0,0
22691831,9600199851961825,1,0,0,0,0.0,0.0,17.0,True,-10.0,1
14596523,9500197966771825,0,1,1,0,0.0,0.0,19.0,True,-9.0,0
2522446,9500045809791825,0,0,1,0,25.0,2.0,118.0,False,88.0,0
23175719,9600239072851825,1,0,0,1,75.0,15.0,6.0,False,-24.0,1
266114,9500018501281825,1,0,0,1,93.0,16.0,73.0,False,43.0,0
4181470,9500066253681825,1,1,1,1,226.43,45.0,310.0,False,280.0,0
4123915,9500065280591825,1,1,1,0,191.49,70.0,440.0,False,410.0,0
9396281,9500123116151825,0,1,1,0,109.47999999999999,0.0,64.0,False,34.0,0
19796964,9600105096721825,1,1,1,0,131.93,0.0,164.0,True,153.0,1
4368001,9500068368091825,0,0,1,0,69.49,0.0,84.0,True,76.0,0
6269618,9500089161201825,0,0,1,0,44.99,0.0,136.0,False,106.0,0
14800212,9500204626321825,1,0,0,1,98.0,10.0,18.0,False,-12.0,0
14270665,9500188409971825,0,0,1,0,0.0,0.0,20.0,True,-6.0,0
16722705,9600033065571825,1,1,1,0,114.94,0.0,193.0,True,188.0,1
20878960,9600134491401825,0,1,1,0,0.0,0.0,341.0,False,311.0,1
8513118,9500113954781825,1,0,1,1,136.45,24.0,227.0,False,197.0,0
21430194,9600149933511825,1,1,1,1,164.99,108.99000000000001,360.0,False,330.0,1
19126842,9600086991051825,1,0,1,1,115.49000000000001,20.0,124.0,False,94.0,1
22393895,9600182199101825,1,0,1,0,0.0,18.0,2.0,True,-4.0,1
15442681,9500228061821825,1,1,1,1,211.49,85.5,11.0,False,-19.0,0
19592162,9600100307941825,1,0,1,0,72.95,20.0,18.0,True,1.0,1
4315431,9500067613951825,1,0,0,0,64.95,0.0,20.0,True,19.0,0
21641136,9600151904451825,1,1,1,1,162.44,36.0,356.0,False,326.0,1
15472370,9500229879251825,1,1,1,1,179.49,64.5,10.0,False,-20.0,0
19040721,9600085912781825,1,1,1,1,170.93,0.0,363.0,False,333.0,1
7922076,9500107029061825,1,0,0,1,114.95,0.0,44.0,False,14.0,0
14949007,9500209346481825,1,1,0,0,0.0,0.0,11.0,True,-13.0,0
14303114,9500189184701825,1,0,1,0,0.0,0.0,15.0,True,-6.0,0
23027819,9600219795421825,0,0,1,0,0.0,0.0,12.0,True,-17.0,1
18125651,9600063331521825,1,1,0,1,103.44,0.0,146.0,False,116.0,1
18956168,9600083456001825,1,1,1,0,147.93,24.0,268.0,False,238.0,1
11486147,9500145279031825,1,0,1,0,135.44,0.0,425.0,False,395.0,0
21640877,9600151903381825,0,0,1,0,0.0,0.0,230.0,True,201.0,1
20967542,9600138286571825,1,1,1,0,0.0,0.0,333.0,True,326.0,1
2874033,9500049519981825,1,0,0,1,103.0,35.0,278.0,False,248.0,0
22445822,9600185158201825,0,0,1,0,0.0,0.0,13.0,True,-5.0,1
17275463,9600047143791825,1,1,1,1,174.93,36.0,121.0,False,91.0,1
6186669,9500088240011825,1,0,1,0,0.0,0.0,171.0,True,166.0,0
6301415,9500089453191825,1,0,1,1,130.95,20.0,35.0,True,33.0,0
6285194,9500089303601825,1,0,0,1,93.0,0.0,50.0,False,20.0,0
6083534,9500087180701825,1,0,0,0,0.0,0.0,27.0,True,1.0,0
8287031,9500111381911825,0,1,1,0,103.98,0.0,113.0,True,102.0,0
13850666,9500177944351825,1,0,0,0,0.0,0.0,9.0,True,-3.0,0
11874534,9500149094081825,0,0,1,0,0.0,0.0,150.0,False,120.0,0
13687147,9500170630391825,1,0,1,0,0.0,0.0,5.0,True,-1.0,0
18029011,9600061308301825,1,1,1,0,0.0,15.0,310.0,True,303.0,1
18560858,9600074496011825,1,0,0,1,85.0,13.0,24.0,True,22.0,1
300855,9500018859591825,0,0,1,0,0.0,0.0,79.0,True,56.0,0
15477828,9500230318631825,1,0,1,1,125.5,42.5,10.0,False,-20.0,0
18679450,9600076527661825,1,1,0,1,103.44,0.0,193.0,False,163.0,1
21844863,9600156094281825,1,0,1,1,110.0,0.0,109.0,False,79.0,1
18780985,9600078774881825,1,1,1,0,134.93,0.0,124.0,False,94.0,1
21666560,9600152178181825,1,0,1,0,0.0,25.0,11.0,True,5.0,1
16855894,9600034382931825,0,1,1,0,98.48,0.0,67.0,False,37.0,1
9130444,9500120406851825,1,1,1,0,214.43,0.0,227.0,False,197.0,0
3635442,9500060192731825,1,1,0,0,0.0,0.0,8.0,True,1.0,0
15223506,9500218668561825,1,0,0,1,98.0,14.0,14.0,False,-16.0,0
11653739,9500147354641825,0,0,1,0,44.99,0.0,258.0,False,228.0,0
6597737,9500092740571825,1,0,1,0,0.0,0.0,29.0,True,11.0,0
17381326,9600050502031825,0,0,1,0,40.49,0.0,408.0,False,378.0,1
18023335,9600061190801825,0,1,1,0,57.98,0.0,227.0,False,197.0,1
20290651,9600115872481825,1,1,1,1,164.94,40.0,363.0,False,333.0,1
3772190,9500061532541825,0,0,1,0,77.49,0.0,391.0,False,361.0,0
1215071,9500031367401825,1,1,1,1,238.43,32.0,414.0,False,384.0,0
10264431,9500132716281825,0,0,1,0,68.99,0.0,58.0,True,54.0,0
13749270,9500174073921825,1,0,1,0,0.0,0.0,14.0,True,-2.0,0
12277503,9500154472911825,1,0,0,0,0.0,0.0,16.0,True,6.0,0
11571256,9500146451191825,1,1,0,1,141.99,55.0,46.0,False,16.0,0
12579218,9500158261061825,0,0,1,0,77.49,0.0,269.0,False,239.0,0
15765799,9600017402941825,0,0,1,0,46.5,0.0,158.0,False,128.0,1
12969371,9500160849371825,1,1,1,0,209.43,0.0,195.0,False,165.0,0
5854165,9500084394381825,1,1,0,1,159.99,14.0,120.0,False,90.0,0
18756420,9600077747841825,1,0,1,0,102.94,30.0,35.0,True,31.0,1
10888403,9500138351581825,1,0,0,1,93.0,60.0,148.0,False,118.0,0
3877014,9500062816671825,0,1,1,0,102.49,0.0,74.0,True,47.0,0
18205370,9600065426041825,1,1,1,0,149.93,0.0,336.0,True,334.0,1
5735924,9500082642081825,0,1,1,0,15.0,0.0,469.0,True,465.0,0
8684230,9500115478621825,1,0,1,1,128.95,0.0,133.0,False,103.0,0
2991296,9500050949211825,1,0,1,1,127.5,30.0,52.0,False,22.0,0
6884403,9500095335851825,1,0,0,1,103.0,20.0,109.0,False,79.0,0
4979826,9500073896591825,1,0,0,1,100.0,0.0,55.0,True,42.0,0
21108148,9600140696731825,0,1,1,0,117.48,26.0,360.0,False,330.0,1
21792163,9600155200471825,1,0,1,0,0.0,0.0,97.0,True,79.0,1
15457277,9500228926791825,1,0,1,1,138.5,47.5,10.0,False,-20.0,0
14809811,9500204880581825,1,0,1,1,135.5,30.0,18.0,False,-12.0,0
21587944,9600151401501825,0,0,1,0,25.99,0.0,354.0,True,342.0,1
17629958,9600053988911825,1,0,0,1,67.45,0.0,88.0,False,58.0,1
20199322,9600114363621825,1,1,1,1,171.44,30.0,344.0,False,314.0,1
4715501,9500071968071825,1,0,1,0,0.0,0.0,412.0,True,405.0,0
15015593,9500211607301825,1,1,1,1,177.49,85.0,16.0,False,-14.0,0
19913374,9600108375291825,1,1,1,1,145.99,82.0,425.0,False,395.0,1
7568122,9500103504901825,1,0,0,1,93.0,0.0,43.0,False,13.0,0
22172647,9600169048851825,1,0,0,1,88.95,39.0,1.0,True,-1.0,1
12008245,9500150727921825,1,0,0,1,90.0,0.0,65.0,True,40.0,0
3331107,9500056509201825,0,1,1,0,76.49000000000001,0.0,387.0,False,357.0,0
7874222,9500106407421825,1,0,1,0,0.0,0.0,16.0,True,0.0,0
1489694,9500036552851825,0,0,1,0,77.49,0.0,456.0,False,426.0,0
22860522,9600210031451825,1,1,1,0,118.94,0.0,16.0,False,-14.0,1
2439543,9500044799901825,1,0,0,1,80.95,0.0,175.0,False,145.0,0
1559490,9500037197841825,1,1,1,0,126.94,28.0,113.0,False,83.0,0
6259831,9500089052631825,1,0,1,1,190.49,32.0,62.0,False,32.0,0
15072560,9500213673431825,0,0,1,0,0.0,0.0,7.0,True,-15.0,0
10726054,9500136882191825,1,1,1,0,0.0,0.0,327.0,True,309.0,0
5507512,9500080411431825,1,0,1,1,137.45,0.0,30.0,True,16.0,0
1704508,9500038350101825,1,0,1,0,0.0,0.0,327.0,True,320.0,0
16421406,9600028738961825,1,1,1,0,171.93,30.0,429.0,False,399.0,1
12234611,9500153774311825,1,1,1,1,182.49,0.0,37.0,False,7.0,0
16725757,9600033084881825,1,1,1,1,185.48000000000002,36.0,400.0,False,370.0,1
702327,9500024508781825,1,0,1,1,173.44,0.0,96.0,False,66.0,0
20416449,9600118837871825,1,0,1,1,118.45,0.0,73.0,False,43.0,1
19895305,9600108058491825,0,0,1,0,55.49,0.0,118.0,True,92.0,1
9460441,9500123643581825,1,0,1,0,103.45,15.0,24.0,True,11.0,0
10919970,9500138732901825,0,0,1,0,46.49,0.0,71.0,False,41.0,0
8211340,9500109984391825,1,0,1,1,160.49,0.0,182.0,False,152.0,0
11075152,9500140747401825,0,1,1,0,0.0,56.5,140.0,True,112.0,0
13098509,9500161928961825,0,0,1,0,0.0,0.0,210.0,False,180.0,0
12486553,9500157474011825,1,0,1,0,0.0,0.0,56.0,True,44.0,0
18242038,9600065862211825,1,1,1,1,150.99,57.0,154.0,False,124.0,1
12264766,9500154242171825,1,1,0,0,0.0,0.0,90.0,True,88.0,0
17797979,9600057978031825,1,0,1,0,61.95,0.0,68.0,False,38.0,1
19946171,9600109356871825,1,0,1,1,145.0,15.0,56.0,False,26.0,1
1718927,9500038447311825,0,1,1,0,121.47999999999999,0.0,91.0,False,61.0,0
14909067,9500208020841825,1,0,0,0,0.0,28.0,9.0,True,-13.0,0
20327562,9600117453741825,1,1,1,1,164.93,30.0,228.0,False,198.0,1
9768498,9500127691191825,0,0,1,0,69.49,0.0,93.0,False,63.0,0
16405871,9600028604971825,1,0,1,0,109.45,25.0,324.0,True,299.0,1
17872518,9600059034191825,1,1,1,1,149.99,0.0,47.0,False,17.0,1
12837628,9500160078961825,1,0,1,1,181.44,0.0,176.0,False,146.0,0
15279938,9500220578851825,1,0,1,1,135.5,60.0,13.0,False,-17.0,0
8069990,9500108839871825,1,1,0,1,160.99,0.0,187.0,False,157.0,0
19983952,9600110205391825,0,1,1,0,95.99000000000001,0.0,288.0,False,258.0,1
14918921,9500208332461825,1,0,1,0,0.0,0.0,3.0,True,-13.0,0
18184106,9600064860831825,1,0,1,0,83.45,0.0,369.0,False,339.0,1
2425740,9500044651141825,1,1,1,1,230.48000000000002,55.0,63.0,False,33.0,0
2991937,9500050955061825,1,1,1,1,169.49,10.0,50.0,False,20.0,0
13151628,9500162782991825,1,0,1,1,167.44,0.0,207.0,False,177.0,0
4735,9500015961841825,1,0,0,0,80.0,0.0,15.0,True,1.0,0
5716122,9500082170731825,1,1,0,1,136.99,32.0,77.0,False,47.0,0
22797692,9600206505161825,1,0,0,0,0.0,0.0,13.0,True,-13.0,1
8281723,9500111286551825,0,0,1,0,0.0,0.0,46.0,False,16.0,0
13623671,9500168548181825,1,0,0,0,0.0,0.0,4.0,True,-1.0,0
15743075,9600016547351825,1,0,0,0,61.95,0.0,62.0,True,46.0,1
14560762,9500196899061825,0,0,1,0,34.5,0.0,21.0,False,-9.0,0
13856114,9500178115931825,0,0,1,0,0.0,0.0,8.0,True,-3.0,0
9752172,9500127466121825,1,0,1,1,123.45,32.0,47.0,True,33.0,0
15097022,9500214545621825,1,0,0,0,0.0,0.0,1.0,True,-15.0,0
8890891,9500117867751825,1,0,0,0,0.0,0.0,102.0,True,94.0,0
19340266,9600092496781825,1,1,1,0,0.0,0.0,143.0,True,131.0,1
15392257,9500225265411825,1,1,0,1,136.99,53.0,11.0,False,-19.0,0
1275202,9500032107841825,1,0,0,0,77.95,0.0,35.0,True,20.0,0
23025783,9600219640641825,1,1,1,1,155.99,79.0,13.0,False,-17.0,1
13948094,9500180565031825,1,0,0,0,0.0,0.0,4.0,True,-4.0,0
17467956,9600052117141825,0,1,1,0,83.99000000000001,25.0,270.0,False,240.0,1
9652777,9500126241731825,1,0,0,0,0.0,0.0,68.0,True,62.0,0
1754296,9500038743731825,1,1,1,1,211.43,0.0,164.0,True,140.0,0
14456231,9500193666791825,1,0,0,1,93.0,0.0,22.0,False,-8.0,0
4509238,9500070416231825,1,0,0,0,0.0,30.0,22.0,True,8.0,0
6735004,9500093917111825,1,1,0,1,138.94,0.0,35.0,True,31.0,0
11546213,9500146019711825,1,0,1,1,170.94,0.0,62.0,True,58.0,0
22860278,9600210020301825,1,1,1,0,137.99,16.0,16.0,False,-14.0,1
5499787,9500080349991825,1,0,0,1,93.0,0.0,62.0,False,32.0,0
6615172,9500093026351825,1,1,0,1,160.94,0.0,41.0,False,11.0,0
6074186,9500087096991825,0,0,1,0,51.5,0.0,128.0,True,99.0,0
3813663,9500062152931825,1,1,0,1,124.99000000000001,70.0,10.0,True,6.0,0
18919783,9600083102401825,1,1,1,0,130.44,36.0,355.0,False,325.0,1
14760271,9500203284941825,1,1,1,1,192.49,0.0,19.0,False,-11.0,0
20950676,9600137347071825,1,0,0,1,85.0,13.0,91.0,False,61.0,1
10271231,9500132778151825,1,1,1,1,181.49,18.0,52.0,False,22.0,0
22974020,9600216209061825,1,1,1,1,168.94,40.989999999999995,14.0,False,-16.0,1
15587123,9500237896501825,1,1,1,1,174.49,57.5,7.0,False,-23.0,0
13402522,9500165210451825,1,0,1,1,133.5,16.0,73.0,False,43.0,0
3919112,9500063287991825,1,1,1,1,236.43,26.0,193.0,False,163.0,0
14611338,9500198429271825,1,0,0,1,98.0,20.0,20.0,False,-10.0,0
7856677,9500106246961825,0,0,1,0,42.0,0.0,12.0,True,1.0,0
4556861,9500070750431825,1,1,1,0,224.43,0.0,437.0,False,407.0,0
10376332,9500133899091825,0,1,1,0,155.48,0.0,99.0,False,69.0,0
13839787,9500177638691825,0,0,1,0,53.5,16.0,27.0,False,-3.0,0
2774712,9500048621951825,1,0,1,1,136.5,28.0,117.0,False,87.0,0
15544369,9500235119301825,1,1,1,1,190.49,45.0,8.0,False,-22.0,0
7430339,9500101981621825,1,1,1,0,0.0,0.0,239.0,True,224.0,0
10327161,9500133386411825,1,1,0,1,124.94,0.0,100.0,False,70.0,0
9187805,9500120922311825,1,1,1,1,160.99,60.0,132.0,False,102.0,0
17905971,9600059407671825,1,1,1,0,112.44,36.0,408.0,False,378.0,1
22426315,9600184072181825,1,1,1,1,150.99,46.0,25.0,False,-5.0,1
2952633,9500050403381825,0,0,1,0,0.0,0.0,28.0,True,21.0,0
22116011,9600163531821825,0,0,1,0,25.0,5.0,52.0,True,28.0,1
20964115,9600137755101825,1,0,1,1,130.49,32.0,86.0,False,56.0,1
7987264,9500107944571825,1,0,1,1,133.5,0.0,38.0,False,8.0,0
9900460,9500128918631825,1,1,1,0,192.43,48.0,488.0,False,458.0,0
5749363,9500083309911825,1,0,0,0,0.0,10.0,42.0,True,35.0,0
13014115,9500161124981825,1,0,0,0,0.0,0.0,20.0,True,13.0,0
17438990,9600051878721825,1,0,1,1,120.0,16.0,103.0,False,73.0,1
21597556,9600151524781825,0,1,1,0,0.0,10.0,11.0,True,5.0,1
12052313,9500151790501825,0,0,1,0,0.0,0.0,37.0,False,7.0,0
14640161,9500199332961825,1,1,1,0,0.0,0.0,7.0,True,-10.0,0
22988570,9600217085521825,1,1,1,1,131.99,0.0,14.0,False,-16.0,1
5987452,9500085829551825,1,1,1,0,204.49,60.0,39.0,False,9.0,0
13359459,9500164898961825,0,0,1,0,0.0,0.0,132.0,False,102.0,0
6308776,9500089511011825,1,0,0,1,103.0,0.0,48.0,False,18.0,0
11248857,9500143088821825,0,1,1,0,15.0,0.0,149.0,True,133.0,0
22963024,9600215521331825,1,0,0,1,86.45,0.0,15.0,False,-15.0,1
10590813,9500135903991825,1,1,1,1,238.43,40.0,558.0,False,528.0,0
